sentiment,review_body,product_category
1,A little shorter than expected. very billowy  so watch out for wind!  it fits well on the arms and shoulders. not too see through,Blouses
1,...but it does have it's problems. the neck  although it has pretty button detail at the back  is very outsized on me. i would like to see it fit a bit more snugly as by not laying flat  necklaces bunch up and are hard to wear with it. it is just sort of 'floppy' if i'm making sense. the camisole liner is nicely made and attaches with snaps at the shoulders which gives this a definite plus. the fabric is sort of like chiffon with appliquã©d flowers. the color combination is beautiful and with the,Blouses
1,I bought both versions of these tops. the print one has brown  pale pink  and cream colors. these tops look exactly like the picture. they are tts and come with a cami attached. i normally wear a medium and the size 8 is perfect and the arm holes are properly sized  not huge.,Blouses
1,"I was a little hesitant to order this  thinking it would be too large and unflattering but thankfully i was wrong. this shirt is super cute and comfy. it is a bit of an oversized fit but the fabric drapes nicely and is quite flattering. my new go to outfit this fall will be this shirt with the sleeves rolled up  ankle jeans and my fave oxfords. i'm 5'3""  115lbs and went with the size 4 regular",Blouses
1,Wonderful shirt  soft and flattering... usually wear a medium  but got the large to layer over tanks and leggings. could have easily worn a medium  but large is not frumpy at all,Blouses
-1,I bought this online so didn't realize that the fabric at the bottom is very  very stiff. i was expecting something silky  or at least on the softer and more moveable side. the best description i can think of is an overly starched mens dress shirt. that being the case  it kind of juts out in weird places. the sweater part is very nice  but it is somewhat closer fitting than what it seems in the picture. the fabric bottom is too ample for the slimmer design of the sweater which just adds to the o,Dresses
-1,The bottom part of this romper is easy to put on  but the top is very poorly designed. it needs a zipper at the side or less of a yoke along the back. you have to wrangle your limbs in somehow and i was afraid it might tear. once i got it on  it fit perfectly though. getting out of it was a disaster. i had to ask a saleswoman for help and was so afraid it might rip. overall  i was crushed that it didn't work out because the print is super cute and it is very flattering.,Dresses
-1,"Beautiful floral print and while i like the concept of this dress it was a total failure for me. where the knit meets the print hit me at the top of my bust  truly a disastrous look for a bustier figure since the fabric just drapes down and made me look much larger than i actually am. same with the arms  if the white knit had carried down to the elbow it would have elongated the arms instead of cutting them off mid biceps to make them look like giant hams. i'm 5'6"" and a classic size 8 and this",Dresses
-1,I sized down as other reviewers suggested (usually an 8  went down to 6) and the dress fit fine--but it was not attractive. the cut was like a tent with an empire waist. really just not attractive. maybe it has to do with my body type  but compared to the model  this dress was so unflattering in-person. returned.,Dresses
-1,While i thought it looked really pretty on the hanger  when i tried it on it just felt like a mess. perhaps it suits other personalities and bodies. i hated that the zipper was in the front; i personally find it tacky and gawdy. while the patterns are pretty  the material felt like some weird fabric wallpaper and i didn't see how the price was justified with how the material felt cheap to me.,Dresses
-1,This was exactly the item i was looking for. simple  black  stylish.  unfortunately the fit is terrible and proportions completely off.  the upper arms  chest and hips were ridiculously tight and the whole look was uncomfortable and flattering.,Dresses
-1,I wish this dress was more fitted.. the dress looks more fitted and more vibrant in the picture. i bought this dress in an xs  but i am not sure that going smaller would take care of the amount of material in this dress. it was shapeless and did not fall as nicely as it appears. i think someone with a fuller figure would look very nice in this dress. sad to say that it is going back.,Dresses
-1,I have a pair of mih jeans that are the only jeans i own that i absolutely love. everything about them. this jumper looked versatile  useful and fun  so i splurged during the 25% off dress sale.  my experience with mih is that the sizing runs true  or european  and thus small. i ordered this in a medium and it is gargantuan as well as virtually shapeless. it looked horrible from every angle: front  back and sides. i cannot imagine it having more fit even in a smaller size.  the fabric is nice  p,Dresses
-1,I got this dress in the mail today and really thought i was going to love it. the color is a beautiful rich red  which was a nice surprise. i was expecting more of a dusty red from the picture. love the fabric - soft and appears to be good quality. the length is perfect - hit right at my knees (size small). the flow of the dress is great as well. the ultimate flaw would be the arm and neck holes. the neck hole was choking me but yet a little loose at the back of the neck - almost like it was on,Dresses
0,For reference: 5'3  130#  athletic/muscular body type (broad shoulders  slim hips)  i'm a bit confused on the sizing for this  especially based on other reviews mentioning they needed to size up. i ordered the xs  and i was swimming in it. i usually am quite comfortable in size small  so i'm not sure why the xs was still too big. perhaps you need hips for this dress to work  because it was really just hanging on me and not figure flattering at all. i'm not sure if ordering the xxs would make thi,Dresses
0,This is one of those dresses that might be better for those under 40. on me  the fullness of the pleats and the bell sleeve made me feel like i was wearing one of those dresses for a much older lady. i miss not having to consider those things. the red color is lovely and the dress is modest. i just think it will read a lot better on a younger chiquita.,Dresses
0,This dress is very pretty but only the bottom is lined. the top is completely see through and you would need to wear a tank or slip underneath. i wanted a dress i could just throw on and not have to layer so it didm't work for me. but if you don't mind layering or your bra peeking through  it's still a very beautiful dress. i'm usually a petite in most things but this wasn't available in p so i ordered an xs. the length was good (not too long  not too short) but it was cut way too low for me. on,Dresses
0,This is a beautiful dress. i sized up 2 sizes based on other reviews and it fits well. it is on the shorter side. i purchased the blue and it's a beautiful color. i was in love with the dress until the zipper burst open after wearing it for five minutes. i think i'm going to have the zipper replaced because i like it so much. but at the high price point there should be a functional zipper.,Dresses
0,Really wanted to love dress but something was off with fit. fabric is lovely and zipper detail nice unfortunately style was not for me.,Dresses
0,This dress has been one that i just adored online and in the store so i was happy when i bought it on sale. i have worn this dress one time  thinking that i would love it. the problem is that as i wore it  the dress continued to stretch out of shape and just did nothing for my curvy bottom half. the dress just looked pulled and stretched out of shape. i would say that it may be the yarn and that it has too much give or at least more give than i want.,Dresses
0,I wanted to love this because it's all my favorites: simple  chic design; pure silk; gorgeous color. in reality  the dress was 100% see-through  very thin  and poor quality silk. i posted pictures of me wearing this dress with a nude slip on underneath that i brought along for shopping elsewhere for business dresses. despite the thin quality of the silk  i was still considering spending this dress (despite it's unreasonably high $$$ for the quality)  but after trying it on i was really disappoin,Dresses
0,"Purchased this dress to wear to new orleans in may...perfect with sandals for casual and dinner. so sad that it was not as i had hoped. the fabric is a bit heavy  and the sleeves are very tight (i have thin arms). the color is a bit ""off "" as the background color is a gray  which doesn't flatter the yellow design. i purchased the large  as this size usually fits me with a bit of flow  but it was very tight all around  especially around the bust area. going to have to return this...",Dresses
0,Construction excellent. the dress was pretty big around the hip...does not have a shape like seen in the picture. the fabric was beautiful but was stiff...like furniture. the color was not as vibrant as the picture. returned.,Dresses
1,Beautiful and very versatile dress. extremely forgiving for post baby bodies  while stylish and classy.,Dresses
1,This dress is absolutely perfectly delightful! fits like a glove and is stunning on. i couldn't be happier with this purchase! i wore it to a wedding in october and felt beautiful and sexy all at the same time. i usually struggle with dresses because i am under 5 feet  i purchased a 0p and it fits very well. no tailoring needed. only problem was that once i was on the dance floor the hooks in the front of the dress began to come undone  yikes! i had to leave the dance floor a couple of times and,Dresses
1,"Absolutely lovely! even better in real life. this is not your typical cheap  flimsy dress. this is quality! the fabric is interesting  the color is gorgeous and the styling is flattering. pay attention to the length ? there are miles of fabric in that fortuny-esque skirt and the model is very tall. i am 5'5"" and slim  and ordered petite small  and it's a little longer on me than it is on the model. i don't mind. i've been looking for a special-occasion dress for a long time and knew this was it",Dresses
1,I bought this dress to wear to a fall wedding. it is absolutely gorgeous! the actual fabric is much more detailed in person. sizing is accurate. the dress is knee length. there is a little tulle underneath to give it the a-line shape.,Dresses
1,I really love this dress. the material has a lovely feel to the skin  silky. i typically wear a large (occasionally a medium). if i wanted this dress to look like the model it would be the large. i ended up going with a medium because i wanted to accentuate the smallest part of me (rib cage area). this made the black portion a tad snug around the bum  but it eased a bit with wear (but still tighter than model picture)  size down if you want it snug  normal size for a looser  boxier fit. either w,Dresses
1,"Call my corny but this dress inspires me to run barefoot through the lavender fields in provence.  the flowy layers and dreamy prints are mesmerizing.  fit is ideal for my body type as long as you size down.  i had no weird sagging  bagging or poofiness.  and i love the macrame belt!  i tied it offset to the side but the dress looks good unbelted too.  i purchased the small petite.     my stats for fit reference:  5'3"" tall  140#  36dd  28"" waist  35"" hips  wide rib cage  size m/l tops  size s/m",Dresses
1,I love the look of this dress on the hanger in the store and in the pics on the model. but i purchased my usual size 0 in petite ( i am 5 ft 2 in.). it was very form fitting-too much for me- and had little gaps near the waist that i attributed to it being tight the hips. i exchanged it for a 2 petite and that was too large and gaped in the top and waist. for reference my measurements are 32-26-35. so i am going to deduce from my experience and the other reviews that this dress might be best sizi,Dresses
1,This dress is adorable. it's very comfortable and so flattering. the only thing is i can't understand why it is priced so high. it's a great dress  but i'm just not convinced it's the worth the price tag. i'm going to watch for it to go on sale. fingers crossed!,Dresses
1,This dress is especially beautiful in person. the tulle doesn't snag and lays nice and flat  not point. this dress is easy to dress up or dress down  fits comfortably and has some stretch to it. the bodice does run a little high  higher than what is shown in the model picture  but lovely nonetheless.,Dresses
-1,The shirt does have a weird yellow tinge as other reviewers have described. i could get over that if the shirt was a flattering fit which it was not. not worth the money so i returned it.,Fine gauge
-1,The sweater material was really soft and seemed well-made. the back is an interesting twist  but the material creases easily; i can see it looking messy by the end of the day. the main reason i returned it though was because it runs very large. i got my usual s  and i could have sized down 1  maybe even 2 sizes. i didn't like it enough to try a smaller size.,Fine gauge
-1,This was so boxy and unflattering. i loved the lining and the fabric was very soft but it looked like i was wearing a bag. was hoping to use this as a cute top layer for dresses but it was a terrible fit. sizing down would not help this one. went back!,Fine gauge
-1,I was really excited about this sweater  but the fit was terrible. the sleeves were the right size  but the body of the sweater was a tent - absolutely no shape. they must have clipped the sweater on the model. for reference  i'm 5'4 and 120 pounds and ordered a size small.,Fine gauge
-1,I love finding unique retailer pieces that don't require dry cleaning. i was excited to find this shirt  but it's not flattering. the bottom hem is a little tight  which makes the rest of the shirt look bulky. perhaps it would work better on people who have narrow hips. i also didn't like the pink tones when i saw the colors in person. i'll be returning this item.,Fine gauge
-1,"The color of the sweater is beautiful  but the fit was awful. it was too ""swingy"" and made me look like i gained 10lbs instantly  (i'm 5'1""  108lbs). i will be unfortunately returning this item.",Fine gauge
-1,The top looks better on the model than in-person. it fits loose and looks boxy and matronly. i don't like the sleeve length or the top style  it just didn't look flattering or good. i am sending it back. looks very boxy.,Fine gauge
-1,I was very disappointed when it arrived and had elbow length sleeves. from the photo  it looked like full length sleeves. it went back.,Fine gauge
-1,On me  this top is totally frumpy and boxy. i am 5'9  34dd and the bottom hung on me like a bedskirt. not fitted at all. i ordered a large--not being sure of fit. i have a flat stomach and it just hung....yuck. honestly  for the price and fit  i wouldn't consider a medium. i think it would a tad better but not worth the price.,Fine gauge
0,The smallest size  xs  was big on me  i was overwhelmed by the sweater. it is a bit of swing shape  doesn't hug the body. sleeves are interesting though  but not flattering on a petite frame. color is a pretty green  made me think of wintergreens. fabric may be itchy to some. just ok for me.    for reference xs bog on 115 lbs  30dd  26.5 in waist.,Fine gauge
0,After reading the reviews i decided to give this a try  but it just didn't work on me. i'm 5'8  smaller on top  and usually wear m in retailer sizes. this was ok in the shoulder and arm area but a little too snug for me in the hips. also  the diagonal striping made my boobs disappear and the pattern at the bottom emphasized my tummy and rear. not exactly the look i was going for. back it goes.,Fine gauge
0,I love the looks of this sweater on the model! after receiving it  it was still very pretty and stylish to look at. my problem is that i am petite  and the sweater seemed to run very large. it wasn't very fitted. i think the detailing in the back would look better fitted. it made me look rather dowdy and/or matronly unlike how it looks on the model. i think that was because it was just too big. i returned it.,Fine gauge
0,First of all i love cashmere so by default i love this sweater shawl. the photos are a bit odd because you can wear it two different ways. if you wear it so it's long in front then the back comes up a bit higher and vice versa. my only big complaint is that i've worn it twice and there's already a large hole in the arm seam. poor construction which is disappointing. hopefully mine was a one-off. i'd recommend it but definitely wait for a sale.,Fine gauge
0,I purchased the stripped blouse and it was very large around the armhole. it bulged open as if it needed a dart. i even washed it to see if it would shrink to fit and it was better but not good enough. i hate my bra showing through the armhole. it's going back. cute blouse except for that. i love sleeveless blouses with turtlenecks.,Fine gauge
0,I am returning. i really liked the appearance in the photo and i love aqua  but the biggest problem for me is the shape. it's pretty boxy and it's hard to tell from the photo  but it has a batwing shape. i also wish the lighter portion were more ivory (less yellow in it)  but that's based on what looks better against my skin tone. i found it to run true to size  but i thought it was unflattering (made me look wide).,Fine gauge
0,"The high neck and ""square-ness"" did not work for me .. but might for someone else.",Fine gauge
0,I typically wear a size xl in retailer clothes. i'm a size 16 in tops and this sweater in xl fit really baggy with no form fitting. it's super soft and i love the color  but it was just unflattering on me.,Fine gauge
0,This sweater looks soft and flowy on the model  but in the store it is rather stiff lace in the back and very plain in the front. i did not like the ribbing on the front bottom of the sweater because it pulled in places and didn't lie flat. way too expensive for what you are getting.,Fine gauge
1,This sweater has a retro feel to it. i like how it hits right at the hips and it's not too long or not too short. it keeps you warm and it's a nice alternative to all the drab sweaters that you would usually wear in the fall or winter.,Fine gauge
1,This sweater came in just as expected . . . adorable. as others have said  it is soft and comfy. i will wear it everywhere (including work). i love it! :),Fine gauge
1,I love both the color of this sweater as well as the buttons on the cuffs. this sweater is an easy pick any day of the week and goes well with all of my work pants. plus  the soft and pretty pink adds some brightness to my otherwise dark winter wardrobe.,Fine gauge
1,I've worn this twice now and got a ton of compliments on it. it's so comfortable and looks great. the lavender color is gorgeous. highly recommend.,Fine gauge
1,"I ordered this for my mom in color ""blue motif"". i could not see a difference online between the colors ""brown motif"" and ""blue motif"" - both looked grey to me. in real life blue motif looks grey with a very light bluish tinge to it. it looks like grey wool and light grey-bluish fiber was interwoven  but you have to look very closely to see that. i guess i would have prefered a pure white or cream color but that is a matter ot your pesonal taste i guess. the cardigan style is an oversized one. t",Fine gauge
1,Just not my style. it is light and the color is lovely and summery. but the cut of the sweater just did not work at all for me. and it wasn't overly soft - though that wouldn't have mattered if it fit me better.,Fine gauge
1,I fell in love with this on-line and when it arrived today i think i love it even more because the white portion of this sweater is really a medium pink color which looks so chic. although i am not usually into pink  this looks so stylish with the pink instead of the white. this is a piece you might find in a vintage store in the village in nyc. can't wait for it to get chilly so i can wear it. for reference  i am 5'1  36c chest and the small fit perfect. the quality is really high end as well.,Fine gauge
1,I am totally in love with this sweater!! it is lightweight  comfortable  and very versatile. throw on a pair of jeans and it is casual. throw on dark slacks or a skirt and it is dressy. the design does not become the focus of the sweater but rather takes it up a notch making it a fun piece to wear. the color is not a light red  but rather a rich cabernet wine color. this sweater is well on its way to becoming one of my all time favorites!!,Fine gauge
1,This is perfection in the color sky. get you one now. you will not regret it. it is super soft and flattering!,Fine gauge
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,I am pregnant and i thought this would be a great sleep bra. it's soft and fits okay  but it has zero support or shape. i would only buy if you are a b cup or smaller and can get away without support. if i would have seen this is the store  i would have passed over it. however  i was too lazy to return so i am wearing it. it's comfortable so that's a redeeming quality. i would not recommend for larger chested ladies  though!,Intimates
-1,The bra is comfortable and the design is good. however  the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
0,Got this in the mail today and while the design is cute  it's not as soft and comfortable as i would like. the front clasp takes a bit of practice to get on and off. the straps are a bit thin and hurts a bit.,Intimates
0,If your hips are bigger than a size 6 us you can't fully close this robe. the model must be wearing the larger of the two sizes to have such a nice oversized fit. the fabric is soft and lux and amazing  but the weird dart in the back and the closure is right over my sadly size 8 hips and butt. if i was taller and thinner i would have kept this and worn it every day.,Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,It is a very pretty bra. light weight and beautiful lace. however  i have yet to find a t-back that does not make me feel like i am going to spill out. to me it ran small. i now know to get a 34 instead. i am working on losing weight  perhaps that might help with the fit?,Intimates
1,Ordered this in white. it is really nice and sexy but very body hugging and unforgiving. perhaps it is my large stomach  but it hugs a bit too much for my liking. yet i think overall the design is very nice so i am keeping it and hoping i can lose some weight in my tum.,Intimates
1,This sleep is super flattering on but it runs quite small (and short). it has a lot of stretch to the fabric and my normal size felt like i had a large spanx slip on. like i said  great slip but i'd recommend ordering up a size if you want it to look like the model.,Intimates
1,Bra s great  but it has a lot of push-up padding. this might be nice for smaller cup sizes  but for a 34dd  it was a little overkill/unnecessary.,Intimates
1,I got these pretty boy shorts because i was looking for a panty that was comfy for bedtime--pretty but with a fair amount of coverage. i am really happy with them. wonderful with a tank top or chemise. i think the ruffles are a bit bulky for skinny jeans  but i love them for sleeping. they feel special.,Intimates
1,This is the perfect bralette for comfort; it's soft and fits to form really quickly. i wear a b cup  and it's enough support for me to wear daily doing everything other than heavy exercise. now  at 5 months pregnant it's pretty much perfect to sleep in too. i'm at 35 band  and i'm still wearing it on the loosest closure  but it fits perfectly there for me.,Intimates
1,This bra is beautiful. the lace is so lovely and soft and looks fabulous on. my only criticism is it runs very small. i am a 32 a and order the size 1 and it is snug... just order a size up (or two) and it should be perfect.,Intimates
1,Runs large  but very beautiful and sexy! the straps are elastic so better to size down.,Intimates
1,The design is gorgeous and the fabric feels great. not a lot of functionality  then again i did buy the kimono to feel sexy and not to keep warm! i ordered the xsmall/small and feel i should have ordered the med/large. unless you're super tiny/fit  i'd recommend sizing up here. i bet it would still be super flattering a touch larger!,Intimates
1,This bra is everything. looks good and feels good. so happy with this purchase. for reference  i am a c cup and got a medium. i do have a little side boob action happening but i'm still happy with the fit of the medium,Intimates
-1,I wish this fit me better. i love the inside fur. it is extremely soft but it doesn't look flattering at all. it makes my shoulders look really broad and it was shorter in the length than i wanted. it wanted it fit over my butt (or cover half) and it sits a little below my waist. unfortunately i am taking it back. great idea though.,Jackets
-1,I was so excited for this kimono. i thought the colors would be lovely. i was looking for a unique wrap/vest/kimono. i ordered this online expecting to be dazzled. sadly  i was not. this arrived and fell short on all measures. the colors were flat  the fabric felt cheap and the construction did not scream $108. it felt like something i would find in a college import/head shop. back it went. i ended up buying the silves wrap  which i love.,Jackets
-1,This sweater/jacket looks just like the photo in real life  but the inside is so scratchy. i physically recoiled when trying it on as the interior of the sleeves feels like sandpaper. unlined and uncomfortable. no thank you!  should you choose to proceed  i found the fit tts. i'm 5'8  wear an 8/10 and the medium worked for me.,Jackets
-1,I wanted this jacket to fit on me like in the photo  but i guess my frame was still to petite. the fabric was also on the cheap end,Jackets
-1,I was really excited for this jacket to arrive but it's going back. because the fabric is coated  it does not drape or hang nicely at all. i expected it to be boxy but it sticks out so oddly in every direction that it looks horrible. i'm usually an xs and ordered an xs and it looks ridiculous on me.,Jackets
-1,"The fit is so bad and the construction is very poor. i'm 5'1''  100 lbs  ordered xxs petite.     first of all  when i button this  there is extreme gaping going on. the vest runs narrow  yet tall?it shifts up my torso if i move at all  making the gaping even worse.    the ""skirt"" at the bottom is made of a very cheap  thin  slightly sheeny material that you would find at a flea market. it arrived unbelievably wrinkled and crumpled  and it was just so thin. it did not meet as closely in the middl",Jackets
-1,This jacket looks like such the statement piece online with the soft focus lens  but in reality...meh. i think the pattern is gorgeous and would have worked without the studs. and the studs are unique and would have worked on a simple solid color. but put them together and you have the unwanted love child of a laura ashley bag and a marching band jacket. to me  it all felt more cloying than clever.    the quilted fabric and boxy cut of the jacket also makes it unwieldy and uncomfortable. since i,Jackets
-1,"I know this product description says oversized but that's an understatement. i ordered a small and tried it on and i looked like a little kid in their father's jacket. i don't even think an xs would have worked. i'm 5'6"" and about 135 pounds for reference. i will say that the embroidery on the back is very cool and this jacket is overall a cool concept but it's just way too big.",Jackets
-1,The fabric of this vest is identical to a old white dish cloth! the cut of this vest is also bad! will be sent back!,Jackets
0,"Tried the navy in store. boy does it run big! i'm normally a size 6 / small (ish). 5'6""  34a-28-36. the xs was still quite boxy on me while the sleeves were well fitted. i understand this is the style and i like the design with the different sleeves. it was a no buy as the main fabric was already pilling in store and looked a bit cheap - sorry!",Jackets
0,Very cute coat but could not keep it for the price...just not sure it is worth almost $200 00 (with tax added to cost). when it goes on sale  i will most likely buy it.,Jackets
0,I had such high hopes for this jacket based on the photo  i even waited for it to come back in stock. the detail is beautiful but it is shapeless and boxy. for reference i ordered xs  and i am usually a 0/2 on top (small chested). it might look better on someone with a larger chest but looked like a sack on me. so disappointing.,Jackets
0,"I really  really wanted to love this jacket. unfortunately  i have a long torso and it was a weird length on me. it hit touching my waist and i wanted something a little longer. i am 5'6""  but long waisted. this probably fits beautifully on someone more short-waisted or petite in stature. it was beautiful (although the buttons were cheap...)",Jackets
